model,display_name,sample_size,repeat_id,correct_bytes,recovery_rate,round10_key,recovered_master,master_ok
C,模型C,120,8,15,93.75,d014f9a8c9172589e13f0cc8b6630ca6,147e2138f557d57c76f72688d4364f3c,False
C,模型C,120,9,12,75.0,d01491a8c96525898b3f0cc8b6630cd6,83797fc22e5db9254f9a8e6832d2efac,False
C,模型C,160,0,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,160,1,15,93.75,d0149ba8c9ee2589e13f0cc8b6630ca6,e515773f28c5d28fab9c778809a44f3c,False
C,模型C,160,2,14,87.5,d014f9a8c9082589e13f0cc8b6630cfc,48299f17b9584c3a3b225c880a209f66,False
C,模型C,160,3,13,81.25,d0149ba8c9f92589e13f0cc8b6630cf4,626b443f38f229ce2e5d798800f2746e,False
C,模型C,160,4,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,160,5,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,160,6,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,160,7,13,81.25,d0149ba8c9082589e13f0cc8b6630c7f,4c57b796acd80595bcdc3d88a40121e5,False
C,模型C,160,8,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,160,9,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,0,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,1,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,2,12,75.0,d0149ba8c91725898b3f0cc8b6630cf4,43f3e91d1f843cdd63faf46827bb748e,False
C,模型C,240,3,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,4,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,5,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,6,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,7,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,8,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,240,9,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,0,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,1,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,2,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,3,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,4,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,5,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,6,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,7,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,8,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
C,模型C,320,9,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,20,0,5,31.25,d0e2c2700ceee88958240cbf7e6313d1,685482a9029ba5fa5a6b0d265c3e8d92,False
D,模型D,20,1,1,6.25,a813f9f3ea51f01f3950ab98e45853c6,0a5714d9bfe047b1f9843dd6bfb07129,False
D,模型D,20,2,1,6.25,d9a793db9997b4d5c899225195b05aa6,74eded0e37742f3534701df5d089e7dd,False
D,模型D,20,3,6,37.5,2d149352c9ee1340da3f0c1b6c040cdb,ef28fe6ae8757821eb73ff25268b0413,False
D,模型D,20,4,5,31.25,9d14f970c9ee80d28bbe5688dbed0cfa,00d56d442b773064620df44e84a99109,False
D,模型D,20,5,0,0.0,9b1cf77c92ccfca0f3513afbe3aaa951,c22fbdcfdec6968d98f6c29e014490ca,False
D,模型D,20,6,1,6.25,55136c0c9ac817a7dae1e797b666da04,11db13843775e31af0ff8f532dc72d79,False
D,模型D,20,7,3,18.75,0a7eb915c9bef1c679d30bc836b70cfa,c5492c0eaa10ee131b8da542f6e80a3c,False
D,模型D,20,8,4,25.0,9f14047cc9511e494d3f6962b6180585,b8738dfeb60b7b27a8676a684c41a151,False
D,模型D,20,9,0,0.0,5682411b73971380a571211bbbbcda4d,ed2ac494b67ac3ee717fb8f67d7ea968,False
D,模型D,40,0,8,50.0,c613f9c331ee2513e13fffc8179c0ca6,e8437cf20154ed051240e67fe53d0373,False
D,模型D,40,1,11,68.75,0614f9f3c9ee2589e18f0c5bb6b00ca6,4f0292007358f58dec509c9a281cd1c7,False
D,模型D,40,2,10,62.5,0a14f9a8c9ee2513e13f21dbb6c008a6,3234ef0d05bdfbec3e8efef5a0fa2879,False
D,模型D,40,3,8,50.0,d0f6f9edf7eeb489e19e0cf13b6384a6,a456d519e1f4f453c009c39abc68b283,False
D,模型D,40,4,5,31.25,ac149d8bc9eef973d72bb2c851990c47,757dacbe32ef54fbbab2cd40fa123637,False
D,模型D,40,5,8,50.0,778df9a89eee25c6e13f0b41b663a6b6,4d78288233a6afd0ba4db481581838bb,False
D,模型D,40,6,7,43.75,aa13f9a8e6ee2594773f4a0db663602e,05a1f122282276a57c643ef6e56ffa40,False
D,模型D,40,7,10,62.5,eee3f916c9eed489e1e90cc881630ca6,3eec7efca0664a3945eb1183ee0c08cc,False
D,模型D,40,8,6,37.5,aa13f9ed6ceeb44fe1990cc8d03283a6,3e2ef4c96dbf26567b7101f1f121a099,False
D,模型D,40,9,0,0.0,77e401b9eac11f4f2460551695c0a69f,107382af7df36cb0d1e4a207f91a269f,False
D,模型D,80,0,8,50.0,5514f9a8c9ee1f4fdaea0bc87d040ca6,b7153100c16f33f0708295d92e59f470,False
D,模型D,80,1,8,50.0,5514f9edc9ee1f80e1ea0cc87ddfdaa6,3fa9927480012c592dd0b4a384519b9c,False
D,模型D,80,2,13,81.25,d014f9a8c9ee1f4fe13f0cc8b6c00ca6,42aeea3978ea9d6b970ca52ba9976034,False
D,模型D,80,3,12,75.0,5614f9a8c9ee254fe13f69c8b6040ca6,245e1e6277443c20d9b6dd742be9a86c,False
D,模型D,80,4,9,56.25,f913f9a8c9ee404fe13fb2c8b6aaa6a6,c99a4cf909c170ee8278a3e468487efe,False
D,模型D,80,5,14,87.5,f914f9a8c9ee2589e13fb2c8b6630ca6,9098f8602848d2d0ee1aaba609224f12,False
D,模型D,80,6,8,50.0,5a14f9a8c9ee91db773f55c8b6aeda51,42b0187c4ef79f9ec09c9a4d07f85cec,False
D,模型D,80,7,10,62.5,5514f9a8c9ee3c43e13fffc8b6aa0c62,887feada951edc4e016468f62c77e630,False
D,模型D,80,8,13,81.25,7714f9a8c9ee254fe13fb2c8b6630ca6,0e68bcb999e747cfc11a3e7f0922da0d,False
D,模型D,80,9,7,43.75,e014f924c9ee9935773f46c87d580c5e,7f74bf252fba9b5babd4064c78547c97,False
D,模型D,120,0,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,120,1,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,120,2,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,120,3,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,120,4,11,68.75,d013f9a831ee2589e13fb298b6635ea6,a6669d660ab985c1ea9e72a895cac49a,False
D,模型D,120,5,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,120,6,15,93.75,f914f9a8c9ee2589e13f0cc8b6630ca6,0210f99b28c0d22b82f7150509cf4fb1,False
D,模型D,120,7,14,87.5,d014f9a8c9ee254fe13f0cc8b6aa0ca6,2a0135541b11d3ac0ff71d9c3206b1a0,False
D,模型D,120,8,14,87.5,f914f9a8c9ee2589e13fb2c8b6630ca6,9098f8602848d2d0ee1aaba609224f12,False
D,模型D,120,9,13,81.25,d014f9a8c9ee1f89e18f0bc8b6630ca6,065d0e37fd6cc1444228205ac4a047e5,False
D,模型D,160,0,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,160,1,14,87.5,d014f9a8c9ee254fe13fb2c8b6630ca6,a97ad51f99f54769661a3ed90922daab,False
D,模型D,160,2,15,93.75,d014f9a8c9ee254fe13f0cc8b6630ca6,119e9a169911476020f7808809cfdafa,False
D,模型D,160,3,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,160,4,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,160,5,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,160,6,15,93.75,d014f9a8c9ee2589e13fb2c8b6630ca6,b9b5c21f2865d2afc71aabd909224f6d,False
D,模型D,160,7,14,87.5,d014f9a8c9ee994fe13f0cc8b6630ca6,2ec59a2a259bfb66207d80b2094566fa,False
D,模型D,160,8,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,160,9,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,0,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,1,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,2,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,3,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,4,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,5,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,6,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,7,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,8,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
D,模型D,236,9,16,100.0,d014f9a8c9ee2589e13f0cc8b6630ca6,2b7e151628aed2a6abf7158809cf4f3c,True
